objectid,parentid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript,doi,related_pathways
dhun-g3-043,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-043_20260213.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-043_20260213_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-043_20260213_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-044,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-044_20250815.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-044_20250815_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-044_20250815_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-045,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-045_20250815.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-045_20250815_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-045_20250815_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-046,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-046_20260128.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-046_20260128_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-046_20260128_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-047,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-047_20260129.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-047_20260129_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-047_20260129_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-048,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-048_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-048_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-048_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-049,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-049_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-049_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-049_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-050,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-050_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-050_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-050_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-051,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-051_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-051_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-051_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-052,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-052_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-052_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-052_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-053,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-053_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-053_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-053_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-054,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-054_20260201.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-054_20260201_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-054_20260201_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-055,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-055_20260202.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-055_20260202_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-055_20260202_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-056,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-056_20260202.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-056_20260202_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-056_20260202_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-057,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-057_20260202.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-057_20260202_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-057_20260202_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-058,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-058_20260202.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-058_20260202_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-058_20260202_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-059,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-059_20260202.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-059_20260202_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-059_20260202_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-060,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-060_20260203.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-060_20260203_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-060_20260203_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-061,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-061_20260204.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-061_20260204_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-061_20260204_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-062,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-062_20260428.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-062_20260428_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-062_20260428_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-063,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-063_20260204.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-063_20260204_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-063_20260204_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-064,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-064_20260428.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-064_20260428_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-064_20260428_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-065,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-065_20260205.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-065_20260205_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-065_20260205_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-066,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-066_20260205.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-066_20260205_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-066_20260205_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-067,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-067_20260205.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-067_20260205_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-067_20260205_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-068,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-068_20260205.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-068_20260205_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-068_20260205_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-069,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-069_20260205.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-069_20260205_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-069_20260205_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-070,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-070_20260205.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-070_20260205_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-070_20260205_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-071,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-071_20260205.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-071_20260205_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-071_20260205_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-072,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-072_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-072_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-072_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-073,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-073_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-073_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-073_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-074,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-074_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-074_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-074_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-075,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-075_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-075_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-075_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-076,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-076_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-076_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-076_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-077,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-077_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-077_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-077_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-078,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-078_20260206.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-078_20260206_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-078_20260206_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-079,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-079_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-079_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-079_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-080,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-080_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-080_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-080_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-081,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-081_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-081_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-081_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-082,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-082_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-082_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-082_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-083,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-083_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-083_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-083_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-084,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-084_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-084_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-084_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-085,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-085_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-085_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-085_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-086,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-086_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-086_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-086_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-087,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-087_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-087_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-087_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-088,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-088_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-088_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-088_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-089,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-089_20260207.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-089_20260207_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-089_20260207_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-090,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-090_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-090_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-090_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-091,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-091_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-091_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-091_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-092,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-092_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-092_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-092_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-093,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-093_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-093_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-093_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-094,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-094_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-094_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-094_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-095,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-095_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-095_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-095_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-096,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-096_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-096_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-096_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-097,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-097_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-097_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-097_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-098,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-098_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-098_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-098_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-099,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-099_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-099_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-099_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-100,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-100_20260208.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-100_20260208_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-100_20260208_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-101,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-101_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-101_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-101_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-102,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-102_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-102_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-102_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-103,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-103_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-103_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-103_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-104,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-104_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-104_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-104_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
dhun-g3-105,dhun-g3,,Piyush Kukrety; Borayin Larios; Kanika Pruthi ,,,,,,,,,,,,,,image,/objects/MANTRAMS_TF3_Larios_RC6_DHUN-G3-105_20260209.jpg,/objects/small/mantrams_tf3_larios_rc6_dhun-g3-105_20260209_sm.jpg,/objects/thumbs/mantrams_tf3_larios_rc6_dhun-g3-105_20260209_th.jpg,,,https://doi.org/10.57754/FDAT.ghg0b-e6k30,
